IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.154.112.136,443,443,true,FRA,Europe,Frankfurt,177,6.21
34.154.173.38,443,443,true,FRA,Europe,Frankfurt,180,6.17
34.107.100.51,443,443,true,FRA,Europe,Frankfurt,261,6.12
34.116.174.105,443,443,true,FRA,Europe,Frankfurt,187,5.98
34.154.211.70,443,443,true,FRA,Europe,Frankfurt,255,5.77
35.198.66.253,443,443,true,FRA,Europe,Frankfurt,277,5.52
34.159.49.76,443,443,true,FRA,Europe,Frankfurt,280,5.38
34.118.60.28,443,443,true,FRA,Europe,Frankfurt,332,5.30
34.154.127.142,443,443,true,FRA,Europe,Frankfurt,174,5.14
34.118.28.157,443,443,true,FRA,Europe,Frankfurt,177,4.79
34.107.124.148,443,443,true,FRA,Europe,Frankfurt,210,4.51
34.65.96.191,443,443,true,FRA,Europe,Frankfurt,313,4.50
34.34.85.215,443,443,true,FRA,Europe,Frankfurt,286,4.39
34.154.122.228,443,443,true,FRA,Europe,Frankfurt,284,4.28
34.91.231.189,443,443,true,FRA,Europe,Frankfurt,259,4.21
34.159.180.20,443,443,true,FRA,Europe,Frankfurt,247,3.68
34.107.124.148,443,443,true,FRA,Europe,Frankfurt,352,3.65
34.91.208.159,443,443,true,FRA,Europe,Frankfurt,235,3.61
34.89.206.141,443,443,true,FRA,Europe,Frankfurt,271,3.56
34.118.28.157,443,443,true,FRA,Europe,Frankfurt,336,3.46
34.118.87.194,443,443,true,FRA,Europe,Frankfurt,326,3.37
34.65.249.30,443,443,true,FRA,Europe,Frankfurt,211,3.36
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,240,3.26
34.154.200.108,443,443,true,FRA,Europe,Frankfurt,291,3.24
34.141.186.239,443,443,true,FRA,Europe,Frankfurt,289,3.12
35.246.164.189,443,443,true,FRA,Europe,Frankfurt,278,2.87
35.234.64.64,443,443,true,FRA,Europe,Frankfurt,216,2.80
34.118.65.230,443,443,true,FRA,Europe,Frankfurt,293,2.63
35.246.207.107,443,443,true,FRA,Europe,Frankfurt,155,2.53
34.91.120.132,443,443,true,FRA,Europe,Frankfurt,237,2.30
34.91.166.120,443,443,true,FRA,Europe,Frankfurt,298,2.23
34.116.208.135,443,443,true,FRA,Europe,Frankfurt,270,2.20
34.65.249.30,443,443,true,FRA,Europe,Frankfurt,286,2.10
34.154.184.79,443,443,true,FRA,Europe,Frankfurt,205,1.93
34.159.236.145,443,443,true,FRA,Europe,Frankfurt,196,1.62
34.107.118.80,443,443,true,FRA,Europe,Frankfurt,352,1.47
35.198.132.6,443,443,true,FRA,Europe,Frankfurt,205,1.46
34.90.18.246,443,443,true,FRA,Europe,Frankfurt,313,1.34
34.90.182.145,443,443,true,AMS,Europe,Amsterdam,287,1.26
34.118.15.95,443,443,true,FRA,Europe,Frankfurt,297,1.08
34.89.153.203,443,443,true,FRA,Europe,Frankfurt,276,0.98
34.154.254.226,443,443,true,FRA,Europe,Frankfurt,245,0.93
35.198.183.2,443,443,true,FRA,Europe,Frankfurt,263,0.77
34.159.252.38,443,443,true,DUS,Europe,Düsseldorf,329,0.74
34.107.47.42,443,443,true,FRA,Europe,Frankfurt,238,0.74
34.107.47.42,443,443,true,FRA,Europe,Frankfurt,254,0.70
34.91.153.20,443,443,true,FRA,Europe,Frankfurt,286,0.68
34.116.219.198,443,443,true,FRA,Europe,Frankfurt,279,0.68
34.65.96.191,443,443,true,FRA,Europe,Frankfurt,287,0.63
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,151,0.61
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,92,0.61
35.234.115.108,443,443,true,AMS,Europe,Amsterdam,169,0.46
34.154.169.134,443,443,true,FRA,Europe,Frankfurt,283,0.36
34.116.147.55,443,443,true,FRA,Europe,Frankfurt,298,0.32
34.154.184.38,443,443,true,FRA,Europe,Frankfurt,287,0.19
34.82.76.253,80,80,false,SEA,North America,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,157,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,3,0.00
34.120.187.22,8080,80,false,SEA,North America,Seattle,4,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
35.244.203.169,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
34.120.200.90,8080,80,false,ORD,North America,Chicago,13,0.00
34.120.200.90,8080,80,false,ORD,North America,Chicago,15,0.00
34.49.199.30,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
34.36.237.86,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
34.54.251.222,80,80,false,ORD,North America,Chicago,37,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,58,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,65,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,67,0.00
34.64.46.166,443,443,true,ICN,Asia Pacific,Seoul,83,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,86,0.00
34.151.101.148,80,80,false,SYD,Oceania,Sydney,94,0.00
34.151.101.148,443,80,false,SYD,Oceania,Sydney,95,0.00
34.64.46.166,443,443,true,ICN,Asia Pacific,Seoul,113,0.00
34.151.101.148,80,80,false,SYD,Oceania,Sydney,119,0.00
34.36.183.121,80,80,false,SIN,Asia Pacific,Singapore,155,0.00
35.247.124.181,443,443,true,SEA,North America,Seattle,156,0.00
34.83.144.96,80,80,false,SEA,North America,Seattle,157,0.00
34.168.117.104,80,80,false,SEA,North America,Seattle,157,0.00
34.83.144.96,80,80,false,SEA,North America,Seattle,158,0.00
34.83.144.96,80,80,false,SEA,North America,Seattle,159,0.00
34.83.144.96,80,80,false,SEA,North America,Seattle,159,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,162,0.00
34.89.252.171,443,443,true,FRA,Europe,Frankfurt,166,0.00
34.89.194.176,443,443,true,FRA,Europe,Frankfurt,168,0.00
34.89.252.171,443,443,true,FRA,Europe,Frankfurt,168,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,170,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,171,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,171,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,171,0.00
34.89.156.87,443,443,true,FRA,Europe,Frankfurt,171,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,171,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,171,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,172,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,173,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,174,0.00
34.89.134.3,443,443,true,FRA,Europe,Frankfurt,174,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,174,0.00
34.65.66.221,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,175,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,176,0.00
34.90.182.145,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,177,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,177,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,177,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,178,0.00
34.154.42.27,443,443,true,FRA,Europe,Frankfurt,179,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,179,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,183,0.00
34.91.2.254,443,443,true,FRA,Europe,Frankfurt,183,0.00
34.116.231.198,443,443,true,FRA,Europe,Frankfurt,187,0.00
34.116.169.38,443,443,true,FRA,Europe,Frankfurt,189,0.00
34.116.208.56,443,443,true,FRA,Europe,Frankfurt,191,0.00
34.116.237.159,443,443,true,FRA,Europe,Frankfurt,192,0.00
34.116.193.92,443,443,true,FRA,Europe,Frankfurt,196,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,197,0.00
35.188.87.85,80,8080,false,ORD,North America,Chicago,206,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,207,0.00
34.28.14.212,8080,80,false,ORD,North America,Chicago,207,0.00
34.28.14.212,8080,80,false,ORD,North America,Chicago,208,0.00
34.70.91.86,443,443,true,ORD,North America,Chicago,208,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,209,0.00
34.154.104.51,443,443,true,HAM,Europe,Hamburg,214,0.00
34.159.202.56,443,443,true,FRA,Europe,Frankfurt,220,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,221,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,222,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,222,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,222,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,223,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,224,0.00
34.65.239.137,443,443,true,FRA,Europe,Frankfurt,255,0.00
34.90.162.120,443,443,true,FRA,Europe,Frankfurt,257,0.00
34.89.206.141,443,443,true,FRA,Europe,Frankfurt,258,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,295,0.00
